mes_anio,valores_gob_tot,valores_gob_resid,valores_gob_resid_banxico,valores_gob_resid_bdesarrollo,valores_gob_resid_bcomercial,valores_gob_resid_spublico,valores_gob_resid_siefores,valores_gob_resid_sprivado,valores_gob_noresid_sprivado,valores_gob_cargo_gobfed,valores_gob_cargo_banxico,cetes_tot,cetes_resid,cetes_resid_banxico,cetes_resid_bdesarrollo,cetes_resid_bcomercial,cetes_resid_spublico,cetes_resid_siefores,cetes_resid_sprivado,cetes_noresid,cetes_cargo_gobfed,cetes_cargo_banxico,bondes_tot,bondes_resid,bondes_resid_banxico,bondes_resid_bdesarrollo,bondes_resid_bcomercial,bondes_resid_spublico,bondes_resid_siefores,bondes_resid_sprivado,bondes_noresid,bondes_cargo_gobfed,bondes_cargo_banxico,bondesD_tot,bondesD_resid,bondesD_resid_banxico,bondesD_resid_bdesarrollo,bondesD_resid_bcomercial,bondesD_resid_spublico,bondesD_resid_siefores,bondesD_resid_sprivado,bondesD_noresid,bondesD_cargo_gobfed,bondesD_cargo_banxico,udibonos_tot,udibonos_resid,udibonos_resid_banxico,udibonos_resid_bdesarrollo,udibonos_resid_bcomercial,udibonos_resid_spublico,udibonos_resid_siefores,udibonos_resid_sprivado,udibonos_noresid,udibonos_cargo_gobfed,udibonos_cargo_banxico,bonos_tot,bonos_resid,bonos_resid_banxico,bonos_resid_bdesarrollo,bonos_resid_bcomercial,bonos_resid_spublico,bonos_resid_siefores,bonos_resid_sprivado,bonos_noresid,bonos_cargo_gobfed,bonos_cargo_banxico
May 2019,"7,232,281,772.17","4,993,394,956.24",0.00,"473,359,907.00","1,093,503,178.00","178,953,161.43","1,633,547,094.13","1,614,031,615.69","2,238,886,815.93","6,268,341,130.17","963,940,642.00","829,602,078.00","585,331,279.12",0.00,"1,605,343.00","172,530,004.00","18,154,140.89","158,035,473.21","235,006,318.02","244,270,798.88","643,608,590.00","185,993,488.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,389,971,334.00","1,386,938,719.76",0.00,"459,368,529.00","248,225,113.00","7,356,021.71","73,585,802.21","598,403,253.84","3,032,614.24","612,024,180.00","777,947,154.00","1,804,908,610.17","1,734,694,311.57",0.00,"10,652,004.00","127,256,264.00","132,603,557.15","964,218,412.91","499,964,073.51","70,214,298.60","1,804,908,610.17",0.00,"3,207,799,750.00","1,286,430,645.79",0.00,"1,734,031.00","545,491,797.00","20,839,441.68","437,707,405.80","280,657,970.31","1,921,369,104.21","3,207,799,750.00",0.00
Jun 2019,"7,197,089,965.83","5,016,775,696.80",0.00,"467,049,360.00","1,053,022,063.00","170,246,084.26","1,675,637,818.63","1,650,820,370.90","2,180,314,269.03","6,220,518,261.83","976,571,704.00","926,705,403.00","704,318,341.88",0.00,"2,218,414.00","183,349,404.00","24,207,150.79","202,693,223.04","291,850,150.05","222,387,061.12","706,892,740.00","219,812,663.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,365,674,901.00","1,365,021,532.41",0.00,"462,504,584.00","249,809,804.00","5,536,031.87","81,454,152.90","565,716,959.64","653,368.59","608,915,860.00","756,759,041.00","1,658,689,011.83","1,599,542,504.57",0.00,"483,218.00","49,159,204.00","118,263,651.01","954,384,755.02","477,251,676.53","59,146,507.26","1,658,689,011.83",0.00,"3,246,020,650.00","1,347,893,317.94",0.00,"1,843,144.00","570,703,651.00","22,239,250.59","437,105,687.67","316,001,584.68","1,898,127,332.06","3,246,020,650.00",0.00
Jul 2019,"7,323,062,761.01","5,157,559,357.03",0.00,"482,203,256.00","1,107,308,447.00","176,582,618.85","1,704,890,346.88","1,686,574,688.29","2,165,503,403.98","6,326,615,886.01","996,446,875.00","913,786,768.00","726,717,441.96",0.00,"1,678,898.00","207,606,591.00","28,784,564.81","205,001,751.28","283,645,636.87","187,069,326.04","692,685,950.00","221,100,818.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,397,669,107.00","1,396,181,617.08",0.00,"478,646,944.00","243,352,487.00","4,890,970.86","80,519,526.06","588,771,689.16","1,487,489.92","622,323,050.00","775,346,057.00","1,693,976,706.01","1,645,449,239.25",0.00,"383,469.00","49,845,922.00","120,572,582.54","982,025,668.72","492,621,596.98","48,527,466.76","1,693,976,706.01",0.00,"3,317,630,180.00","1,389,211,058.74",0.00,"1,493,945.00","606,503,447.00","22,334,500.64","437,343,400.82","321,535,765.28","1,928,419,121.26","3,317,630,180.00",0.00
Ago 2019,"7,547,264,317.08","5,351,538,244.66",0.00,"486,648,255.00","1,155,309,869.00","181,449,641.41","1,762,144,520.37","1,765,985,958.88","2,195,726,072.42","6,555,449,528.08","991,814,789.00","926,693,092.00","749,080,588.16",0.00,"1,438,922.00","177,924,963.00","30,409,160.81","228,512,302.34","310,795,240.01","177,612,503.84","716,222,480.00","210,470,612.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,394,602,607.00","1,393,036,632.70",0.00,"483,749,508.00","227,400,038.00","4,151,655.32","83,202,798.52","594,532,632.86","1,565,974.30","613,258,430.00","781,344,177.00","1,761,074,478.08","1,714,673,650.08",0.00,"230,525.00","65,688,385.00","119,455,442.99","1,005,644,684.73","523,654,612.35","46,400,828.00","1,761,074,478.08",0.00,"3,464,894,140.00","1,494,747,373.72",0.00,"1,229,300.00","684,296,483.00","27,433,382.29","444,784,734.78","337,003,473.65","1,970,146,766.28","3,464,894,140.00",0.00
Sep 2019,"7,664,643,779.59","5,450,196,181.67",0.00,"485,030,712.00","1,141,499,933.00","187,652,579.65","1,786,395,919.82","1,849,617,037.20","2,214,447,597.92","6,657,067,445.59","1,007,576,334.00","908,946,891.00","741,434,318.19",0.00,"206,335.00","166,116,152.00","28,293,923.86","226,067,807.09","320,750,100.24","167,512,572.81","701,077,400.00","207,869,491.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,425,974,363.00","1,424,392,286.37",0.00,"483,610,223.00","196,767,381.00","4,163,607.13","95,936,799.94","643,914,275.30","1,582,076.63","626,267,520.00","799,706,843.00","1,778,354,895.59","1,732,083,965.17",0.00,"292,895.00","63,044,833.00","124,897,876.38","1,015,789,841.07","528,058,519.72","46,270,930.42","1,778,354,895.59",0.00,"3,551,367,630.00","1,552,285,611.94",0.00,"921,259.00","715,571,567.00","30,297,172.28","448,601,471.72","356,894,141.95","1,999,082,018.06","3,551,367,630.00",0.00
Oct 2019,"7,913,632,347.39","5,687,146,494.18",0.00,"492,620,294.00","1,246,437,805.00","191,839,287.10","1,841,497,181.77","1,914,751,926.31","2,226,485,853.21","6,892,278,557.39","1,021,353,790.00","992,185,196.00","818,641,104.51",0.00,"339,618.00","219,826,788.00","31,650,259.48","229,977,748.64","336,846,690.39","173,544,091.49","764,322,690.00","227,862,506.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,420,031,824.00","1,418,730,676.56",0.00,"490,395,828.00","193,649,334.00","3,746,952.24","108,366,156.85","622,572,405.47","1,301,147.44","626,540,540.00","793,491,284.00","1,828,992,417.39","1,778,872,796.54",0.00,"505,992.00","57,632,115.00","125,747,287.08","1,047,391,681.25","547,595,721.21","50,119,620.85","1,828,992,417.39",0.00,"3,672,422,910.00","1,670,901,916.57",0.00,"1,378,856.00","775,329,568.00","30,694,788.31","455,761,595.03","407,737,109.23","2,001,520,993.43","3,672,422,910.00",0.00
Nov 2019,"8,065,604,057.86","5,901,562,343.84","25,205,635.00","494,459,451.00","1,325,346,863.00","204,172,951.58","1,853,455,542.32","1,998,921,900.94","2,164,041,714.02","6,980,570,833.86","1,085,033,224.00","1,053,150,846.00","893,602,858.57",0.00,"6,927,486.00","246,563,489.00","40,223,966.38","233,886,454.20","366,001,462.98","159,547,987.43","794,971,130.00","258,179,716.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,466,541,308.00","1,465,231,872.79",0.00,"485,266,633.00","197,968,080.00","4,142,202.53","108,244,668.87","669,610,288.39","1,309,435.21","639,687,800.00","826,853,508.00","1,844,957,543.86","1,794,488,795.56",0.00,"659,551.00","68,260,833.00","126,814,780.55","1,062,750,732.41","536,002,898.60","50,468,748.30","1,844,957,543.86",0.00,"3,700,954,360.00","1,748,238,816.92","25,205,635.00","1,605,781.00","812,554,461.00","32,992,002.12","448,573,686.83","427,307,250.96","1,952,715,543.08","3,700,954,360.00",0.00
Dic 2019,"7,831,528,063.09","5,561,508,303.09",0.00,"494,834,099.00","1,171,938,588.00","204,298,704.66","1,866,900,218.38","1,823,536,693.04","2,270,019,760.00","6,763,675,291.09","1,067,852,772.00","1,115,855,310.00","875,165,680.00",0.00,"5,042,064.00","218,337,555.00","39,815,426.99","257,522,330.71","354,448,303.30","240,689,630.00","827,474,880.00","288,380,430.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,418,770,542.00","1,417,492,372.00",0.00,"487,274,389.00","213,718,417.00","3,188,153.95","102,187,704.20","611,123,707.85","1,278,170.00","639,298,200.00","779,472,342.00","1,839,287,021.09","1,789,493,511.09",0.00,"1,226,960.00","60,517,245.00","128,718,506.48","1,065,091,496.21","533,939,303.39","49,793,510.00","1,839,287,021.09",0.00,"3,457,615,190.00","1,479,356,740.00",0.00,"1,290,686.00","679,365,371.00","32,576,617.24","442,098,687.26","324,025,378.50","1,978,258,450.00","3,457,615,190.00",0.00
Ene 2020,"7,958,947,261.38","5,610,730,061.38",0.00,"500,952,625.00","1,152,884,162.00","226,383,255.66","1,881,642,030.20","1,848,867,988.52","2,348,217,200.00","6,925,896,195.38","1,033,051,066.00","1,060,281,803.00","861,119,153.00",0.00,"5,783,729.00","197,700,000.00","53,033,992.33","238,427,076.08","366,174,355.59","199,162,650.00","796,596,660.00","263,685,143.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,410,529,173.00","1,409,181,203.00",0.00,"492,585,885.00","235,453,506.00","3,204,017.79","89,026,713.41","588,911,080.80","1,347,970.00","641,163,250.00","769,365,923.00","1,911,711,785.38","1,861,179,665.38",0.00,"1,519,639.00","49,259,461.00","136,922,726.11","1,108,980,446.50","564,497,392.77","50,532,120.00","1,911,711,785.38",0.00,"3,576,424,500.00","1,479,250,040.00",0.00,"1,063,372.00","670,471,195.00","33,222,519.42","445,207,794.22","329,285,159.36","2,097,174,460.00","3,576,424,500.00",0.00
Feb 2020,"7,974,218,721.59","5,631,436,221.59",0.00,"512,453,346.00","1,201,042,160.00","233,055,537.40","1,881,399,865.63","1,803,485,312.56","2,342,782,500.00","6,918,301,772.59","1,055,916,949.00","990,122,940.00","810,880,480.00",0.00,"5,256,947.00","210,906,766.00","56,464,481.37","215,415,976.01","322,836,309.62","179,242,460.00","721,750,790.00","268,372,150.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,444,522,099.00","1,443,288,509.00",0.00,"505,714,311.00","214,240,755.00","2,781,112.82","109,930,327.11","610,622,003.07","1,233,590.00","656,977,300.00","787,544,799.00","1,941,579,352.59","1,896,196,552.59",0.00,"227,438.00","58,669,993.00","136,581,492.16","1,126,324,366.69","574,393,262.74","45,382,800.00","1,941,579,352.59",0.00,"3,597,994,330.00","1,481,070,680.00",0.00,"1,254,650.00","717,224,646.00","37,228,451.05","429,729,195.82","295,633,737.13","2,116,923,650.00","3,597,994,330.00",0.00
Mar 2020,"7,932,335,193.56","5,799,654,103.56","5,142,297.00","543,283,249.00","1,322,734,239.00","237,662,282.91","1,789,109,789.60","1,901,722,246.06","2,132,681,090.00","6,842,857,814.56","1,089,477,379.00","1,101,736,581.00","925,937,631.00",0.00,"7,977,479.00","299,957,236.00","64,915,826.22","167,256,406.12","385,830,683.67","175,798,950.00","826,162,660.00","275,573,921.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,494,731,358.00","1,493,461,948.00",0.00,"534,024,063.00","229,174,518.00","2,715,241.39","91,645,465.29","635,902,660.31","1,269,410.00","680,827,900.00","813,903,458.00","1,889,091,444.56","1,848,542,904.56",0.00,"261,758.00","59,944,782.00","131,571,878.38","1,101,281,713.95","555,482,772.23","40,548,540.00","1,889,091,444.56",0.00,"3,446,775,810.00","1,531,711,620.00","5,142,297.00","1,019,949.00","733,657,703.00","38,459,336.92","428,926,204.24","324,506,129.84","1,915,064,190.00","3,446,775,810.00",0.00
Abr 2020,"8,025,911,273.59","5,959,571,373.59","5,172,086.00","538,442,501.00","1,436,417,215.00","233,384,802.27","1,834,063,344.82","1,912,091,424.49","2,066,339,900.00","6,996,409,981.59","1,029,501,292.00","1,130,324,447.00","970,207,977.00",0.00,"3,140,130.00","334,469,246.00","54,075,552.29","180,439,315.85","398,083,732.86","160,116,470.00","875,522,210.00","254,802,237.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,437,854,565.00","1,437,538,605.00",0.00,"533,835,430.00","247,795,667.00","2,194,112.60","90,101,779.83","563,611,615.57","315,960.00","663,155,510.00","774,699,055.00","1,917,342,421.59","1,870,089,801.59",0.00,"398,751.00","66,806,524.00","132,763,583.45","1,115,955,289.62","554,165,653.51","47,252,620.00","1,917,342,421.59",0.00,"3,540,389,840.00","1,681,734,990.00","5,172,086.00","1,068,190.00","787,345,778.00","44,351,553.92","447,566,959.52","396,230,422.55","1,858,654,850.00","3,540,389,840.00",0.00
May 2020,"8,380,390,897.54","6,291,427,967.54","8,932,381.00","548,591,346.00","1,470,639,972.00","257,413,512.27","1,956,616,920.18","2,049,233,836.09","2,088,962,930.00","7,334,273,297.54","1,046,117,600.00","1,244,601,794.00","1,094,378,064.00",0.00,"2,878,406.00","332,590,489.00","65,350,854.95","212,544,661.51","481,013,652.53","150,223,730.00","964,549,600.00","280,052,194.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,435,063,226.00","1,434,710,776.00",0.00,"543,016,238.00","246,174,991.00","2,222,755.12","88,150,248.41","555,146,543.46","352,450.00","668,997,820.00","766,065,406.00","2,047,052,317.54","1,998,521,157.54",0.00,"451,755.00","62,113,041.00","141,143,059.46","1,194,486,001.88","600,327,300.19","48,531,160.00","2,047,052,317.54",0.00,"3,653,673,560.00","1,763,817,970.00","8,932,381.00","2,244,947.00","829,761,451.00","48,696,842.73","461,436,008.37","412,746,339.90","1,889,855,590.00","3,653,673,560.00",0.00
Jun 2020,"8,329,448,291.21","6,295,834,201.21","3,695,492.00","545,396,467.00","1,487,230,731.00","253,357,349.25","1,962,281,446.39","2,043,872,715.57","2,033,614,090.00","7,309,130,032.21","1,020,318,259.00","1,212,482,564.00","1,061,925,514.00",0.00,"4,332,051.00","352,951,574.00","61,971,839.74","209,184,799.67","433,485,249.58","150,557,050.00","960,557,210.00","251,925,354.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,457,480,445.00","1,457,228,125.00",0.00,"539,001,968.00","247,618,598.00","2,231,563.67","79,428,296.71","588,947,698.62","252,320.00","689,087,540.00","768,392,905.00","2,053,308,672.21","2,009,330,482.21",0.00,"373,448.00","56,783,044.00","139,973,980.87","1,196,627,257.50","615,572,751.83","43,978,190.00","2,053,308,672.21",0.00,"3,606,176,610.00","1,767,350,080.00","3,695,492.00","1,689,000.00","829,877,515.00","49,179,964.96","477,041,092.51","405,867,015.53","1,838,826,530.00","3,606,176,610.00",0.00
Jul 2020,"8,468,221,105.22","6,447,515,405.22","6,610,263.00","540,843,102.00","1,527,164,991.00","250,534,006.40","2,001,093,184.95","2,121,269,857.88","2,020,705,700.00","7,370,688,403.22","1,097,532,702.00","1,253,324,345.00","1,100,447,405.00",0.00,"4,992,950.00","359,780,577.00","56,075,280.55","235,150,835.99","444,447,761.46","152,876,940.00","954,439,080.00","298,885,265.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,485,959,457.00","1,485,741,757.00",0.00,"532,725,770.00","256,587,617.00","2,230,963.01","82,678,119.86","611,519,287.13","217,700.00","687,312,020.00","798,647,437.00","2,092,849,533.22","2,052,743,263.22",0.00,"1,461,372.00","60,372,483.00","142,418,125.81","1,210,777,877.55","637,713,404.87","40,106,270.00","2,092,849,533.22",0.00,"3,636,087,770.00","1,808,582,980.00","6,610,263.00","1,663,010.00","850,424,314.00","49,809,637.03","472,486,351.54","427,589,404.43","1,827,504,790.00","3,636,087,770.00",0.00
Ago 2020,"8,601,972,399.21","6,570,703,869.21","6,426,562.00","536,725,625.00","1,523,949,930.00","254,638,787.54","2,033,106,157.59","2,215,856,807.08","2,031,268,530.00","7,435,976,217.21","1,165,996,182.00","1,266,462,115.00","1,105,121,515.00",0.00,"5,379,201.00","321,380,673.00","50,270,624.64","267,444,043.90","460,646,972.46","161,340,600.00","937,647,880.00","328,814,235.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,539,429,177.00","1,539,068,187.00",0.00,"527,217,394.00","266,708,236.00","2,233,478.17","88,631,250.56","654,277,828.28","360,990.00","702,247,230.00","837,181,947.00","2,126,759,377.21","2,085,598,097.21",0.00,"1,493,282.00","69,150,781.00","145,676,125.82","1,217,555,841.35","651,722,067.04","41,161,280.00","2,126,759,377.21",0.00,"3,669,321,730.00","1,840,916,070.00","6,426,562.00","2,635,748.00","866,710,240.00","56,458,558.91","459,475,021.79","449,209,939.30","1,828,405,660.00","3,669,321,730.00",0.00
Sep 2020,"8,702,849,037.69","6,679,139,247.69","6,330,455.00","538,950,543.00","1,600,382,327.00","255,848,132.89","2,045,042,731.31","2,232,585,058.49","2,023,709,790.00","7,511,478,245.69","1,191,370,792.00","1,288,337,615.00","1,123,866,985.00",0.00,"4,517,269.00","355,497,582.00","48,607,253.15","281,817,429.65","433,427,451.20","164,470,630.00","958,080,610.00","330,257,005.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,556,607,797.00","1,556,205,547.00",0.00,"528,939,938.00","261,587,557.00","726,114.22","87,887,534.30","677,064,403.48","402,250.00","695,494,010.00","861,113,787.00","2,149,923,605.69","2,109,091,305.69",0.00,"3,897,725.00","78,229,219.00","148,886,362.38","1,214,254,629.68","663,823,369.63","40,832,300.00","2,149,923,605.69",0.00,"3,707,980,020.00","1,889,975,410.00","6,330,455.00","1,595,611.00","905,067,969.00","57,628,403.14","461,083,137.68","458,269,834.18","1,818,004,610.00","3,707,980,020.00",0.00
Oct 2020,"8,768,142,652.74","6,812,168,872.74","6,085,358.00","542,377,171.00","1,654,830,650.00","252,912,553.46","2,049,671,291.02","2,306,291,849.27","1,955,973,780.00","7,541,574,476.74","1,226,568,176.00","1,282,645,252.00","1,147,041,662.00",0.00,"5,356,601.00","349,959,757.00","43,656,752.18","276,000,914.24","472,067,637.58","135,603,590.00","939,240,780.00","343,404,472.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,596,073,264.00","1,595,590,614.00",0.00,"528,275,327.00","270,913,077.00","847,661.69","84,832,853.35","710,721,694.96","482,650.00","712,909,560.00","883,163,704.00","2,145,082,846.74","2,106,744,076.74",0.00,"6,952,558.00","86,020,185.00","149,355,467.84","1,204,735,282.68","659,680,583.23","38,338,770.00","2,145,082,846.74",0.00,"3,744,341,290.00","1,962,792,520.00","6,085,358.00","1,792,685.00","947,937,631.00","59,052,671.75","484,102,240.75","463,821,933.50","1,781,548,770.00","3,744,341,290.00",0.00
Nov 2020,"9,152,703,544.42","6,998,436,794.42","6,881,223.00","557,274,408.00","1,716,820,169.00","284,193,379.10","2,079,567,046.29","2,353,700,569.02","2,154,266,750.00","7,908,199,383.42","1,244,504,161.00","1,354,905,865.00","1,224,800,715.00",0.00,"6,543,047.00","382,389,140.00","63,526,062.93","256,343,384.75","515,999,080.32","130,105,150.00","1,009,234,580.00","345,671,285.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,645,099,446.00","1,598,464,256.00",0.00,"541,950,421.00","281,634,325.00","873,548.58","87,367,236.77","686,638,724.66","46,635,190.00","746,266,570.00","898,832,876.00","2,217,911,253.42","2,170,163,983.42",0.00,"8,680,725.00","95,231,455.00","155,277,393.18","1,216,748,590.86","694,225,819.38","47,747,270.00","2,217,911,253.42",0.00,"3,934,786,980.00","2,005,007,840.00","6,881,223.00","100,215.00","957,565,249.00","64,516,374.41","519,107,833.92","456,836,944.67","1,929,779,140.00","3,934,786,980.00",0.00
Dic 2020,"9,075,754,040.16","6,936,354,950.16","7,175,770.00","563,842,248.00","1,677,761,146.00","260,819,369.75","2,135,765,905.31","2,290,990,511.09","2,139,399,090.00","7,763,588,479.16","1,312,165,561.00","1,416,556,111.00","1,271,753,611.00",0.00,"8,255,484.00","398,793,295.00","45,482,671.88","299,750,238.92","519,471,921.20","144,802,500.00","987,929,410.00","428,626,701.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,670,260,700.00","1,621,186,650.00",0.00,"554,732,485.00","270,671,836.00","889,873.55","103,657,939.64","691,234,515.82","49,074,050.00","786,721,840.00","883,538,860.00","2,081,053,569.16","2,034,579,299.16",0.00,"239,140.00","58,690,764.00","149,852,799.57","1,180,039,091.46","645,757,504.13","46,474,270.00","2,081,053,569.16",0.00,"3,907,883,660.00","2,008,835,390.00","7,175,770.00","615,139.00","949,605,251.00","64,594,024.76","552,318,635.30","434,526,569.95","1,899,048,270.00","3,907,883,660.00",0.00
Ene 2021,"9,292,830,818.67","7,160,334,408.67","6,953,741.00","572,039,886.00","1,755,397,924.00","268,846,820.87","2,182,228,515.52","2,374,867,521.29","2,132,496,410.00","7,945,698,888.67","1,347,131,930.00","1,414,771,380.00","1,271,029,800.00",0.00,"7,348,389.00","423,081,504.00","46,770,686.52","285,120,073.68","508,709,146.81","143,741,580.00","975,532,460.00","439,238,920.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,699,096,220.00","1,655,806,050.00",0.00,"563,385,650.00","293,664,949.00","898,320.71","98,945,417.40","698,911,712.89","43,290,170.00","791,203,210.00","907,893,010.00","2,188,313,468.67","2,138,872,288.67",0.00,"255,231.00","57,114,752.00","154,513,444.29","1,229,155,062.52","697,833,798.86","49,441,180.00","2,188,313,468.67",0.00,"3,990,649,750.00","2,094,626,270.00","6,953,741.00","1,050,616.00","981,536,719.00","66,664,369.35","569,007,961.92","469,412,862.74","1,896,023,480.00","3,990,649,750.00",0.00
Feb 2021,"9,220,418,218.42","7,195,050,868.42","6,067,696.00","578,519,131.00","1,763,295,094.00","273,358,483.86","2,177,586,545.93","2,396,223,917.64","2,025,367,350.00","7,866,884,070.42","1,353,534,148.00","1,383,164,163.00","1,231,602,843.00",0.00,"7,081,153.00","424,447,755.00","53,507,743.34","263,018,830.06","483,547,361.60","151,561,320.00","938,056,500.00","445,107,663.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,726,575,305.00","1,684,415,255.00",0.00,"569,422,478.00","273,448,484.00","877,946.45","108,752,436.63","731,913,909.92","42,160,050.00","818,148,820.00","908,426,485.00","2,160,374,850.42","2,112,438,430.42",0.00,"505,855.00","44,905,752.00","151,983,342.41","1,235,779,800.60","679,263,680.41","47,936,420.00","2,160,374,850.42",0.00,"3,950,303,900.00","2,166,594,340.00","6,067,696.00","1,509,645.00","1,020,493,103.00","66,989,451.65","570,035,478.64","501,498,965.71","1,783,709,560.00","3,950,303,900.00",0.00
Mar 2021,"9,096,463,199.92","7,180,062,179.92","5,359,185.00","578,566,731.00","1,733,069,158.00","257,268,472.73","2,112,159,715.73","2,493,638,917.46","1,916,401,020.00","7,773,810,534.92","1,322,652,665.00","1,351,684,523.00","1,219,969,083.00",0.00,"15,058,383.00","404,044,695.00","47,814,284.34","230,922,921.84","522,128,798.83","131,715,440.00","955,259,580.00","396,424,943.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,744,742,062.00","1,702,437,712.00",0.00,"561,053,743.00","257,953,837.00","862,370.54","105,559,871.21","777,007,890.25","42,304,350.00","818,514,340.00","926,227,722.00","2,129,046,614.92","2,079,828,914.92",0.00,"894,560.00","45,582,422.00","146,606,872.83","1,206,780,054.71","679,965,005.38","49,217,700.00","2,129,046,614.92",0.00,"3,870,990,000.00","2,177,826,470.00","5,359,185.00","1,560,045.00","1,025,488,204.00","61,984,945.02","568,896,867.97","514,537,223.01","1,693,163,530.00","3,870,990,000.00",0.00
